ID,unit_address_as_provided,ADDRESS,state,city,zip_code,rent,longitude,latitude,mls1,rent1,mls2,rent2,mls3,rent3
1,2613 Grand Canyon Mckinney, TX 75072-2332,2613 Grand Canyon Ct,TX,75072,2001,-96.71,33.17672,14678183,3000,14691759,2500,14696779,3200
2,829 Barcelona Mesquite, TX 75150-4389,829 Barcelona Cir,TX,75150,1719,-96.60845,32.823154,14726686,1895,14700971,2400
3,7404 Rutgers #A Rowlett, TX 75088-8552,7404 Rutgers Cir,TX,75088,1812,-96.53091,32.88893,14682385,1950,14689646,1900,14672348,2895
4,7404 Rutgers #B Rowlett, TX 75088-8552,7404 Rutgers Cir,TX,75088,1812,-96.53091,32.88893,14682385,1950,14689646,1900,14672348,2895
5,322 Antler Court Lewisville, TX 75067-6505,322 Antler Ct,TX,75067,2046,-96.9985,33.00723,14706045,2900,14687782,1550,14704112,1750
6,7121 Starnes Road North Richland Hills, TX 76182-7721,7121 Starnes Rd,TX,76182,1991,-97.227554,32.88239,14684095,2595
7,1401 Paris Grand Prairie, TX 75050-3264,1401 Paris Dr,TX,75050,1840,-97.0228,32.75528,14686641,2275,14721923,1845
8,1336 Lakecrest Lewisville, TX 75057-2615,1336 Lake Crest Ln,TX,75057,1669,-97.010475,33.061756
9,1320 Lakecrest Ln Lewisville, TX 75057-2615,1320 Lake Crest Ln,TX,75057,1669,-97.01048,33.06145
10,1433 Lakecrest Lewisville, TX 75057-2670,1433 Lake Crest Ln,TX,75057,1681,-97.01001,33.063
11,2417 Stone Creek Plano, TX 75075-2941,2417 Stone Creek Dr,TX,75075,2372,-96.73981,33.03367,14692490,2300,14671001,2780,14706850,2300
12,3005 Saddlehead Plano, TX 75075-1529,3005 Saddlehead Dr,TX,75075,2377,-96.769554,33.03835,14676624,3650,14683189,3300,14679272,3000
13,280 Meadowcrest Terrell, TX 75160-5109,280 Meadowcrest Dr,TX,75160,1666,-96.26959,32.762615,14693824,2000,14659999,2000,14701550,1595
14,1103 Alexandria Forney, TX 75126,1103 Alexandria Dr,TX,75126,1807,-96.40881,32.743736,14666844,1750,14666352,1995,14675517,2295
15,14433 Serrano Ridge Road Haslet, TX 76052-5855,14433 Serrano Ridge Rd,TX,76052,1912,-97.36763,32.99312,14717362,2295,14703313,2500,14708428,2000
16,1233 Candler Drive Lancaster, TX 75134-4603,1233 Candler Dr,TX,75134,1742,-96.789795,32.62721,14669566,2200,14720102,3000
17,117 Charles St Desoto, TX 75115-3925,117 Charles St,TX,75115,1725,-96.85565,32.60889
18,502 Shockley Desoto, TX 75115-3314,502 Shockley Ave,TX,75115,1850,-96.846886,32.609337
19,14264 Chaps Dr Dallas, TX 75253,14264 Chaps Dr,TX,75253,1770,-96.58712,32.67319
20,15603 Danson Dr Dallas, TX 75253-5797,15603 Danson Dr,TX,75253,1841,-96.58262,32.68775,14693048,1395,14691745,2500
21,15635 Gatsby Ln Dallas, TX 75253-5798,15635 Gatsby Ln,TX,75253,1840,-96.58387,32.68459,14693048,1395
22,8345 O Hara Lane Fort Worth, TX 76123-1505,8345 Ohara Ln,TX,76123,1815,-97.36582,32.62042,14687768,1850,14693987,1850,14721924,1750
23,409 Kelley Fort Worth, TX 76120-1721,409 Kelley Ct,TX,76120,1714,-97.19093,32.77426,14683404,2250,14666418,2045,14702449,2165
24,7632 Craig Street Fort Worth, TX 76112-7304,7632 Craig St,TX,76112,1656,-97.1905,32.735504
25,1102 Jefferson St #A Mckinney, TX 75069-6445,1102 Jefferson St,TX,75069,1750,-96.606865,33.18812,14720896,1950
26,8805 Millwood Rowlett, TX 75088-4410,8805 Millwood Dr,TX,75088,1983,-96.5165,32.91338,14674740,2000,14630430,2095,14697282,2120
27,2008 Apollo Richardson, TX 75081-3225,2008 Apollo Rd,TX,75081,2324,-96.68585,32.95275,14715220,1550,14681264,2200,14709300,2600
28,7605 Harbor Rowlett, TX 75088-5329,7605 Harbor Dr,TX,75088,1668,-96.52773,32.89867,14708222,2200,14713299,2200,14705258,2395
29,2704 14th St Plano, TX 75074-6628,2704 14 St,TX,75074,1540,-96.67749,33.01774,14729145,1495,14723266,2200,14707843,2100
30,8205 Benares Dallas, TX 75243-3629,8205 Benares Dr,TX,75243,1547,-96.76192,32.916176,14702672,5500,14679336,1495
31,2042 Cardinal Lane Lewisville, TX 75077-1753,2042 Cardinal Ln,TX,75077,1979,-97.03211,33.07582,14685173,1975,14669695,750,14640556,2000
32,1332 Lakecrest Ln Lewisville, TX 75057-2615,1332 Lake Crest Ln,TX,75057,1668,-97.010475,33.06169
33,1304 Lakecrest Ln Lewisville, TX 75057-2615,1304 Lake Crest Ln,TX,75057,1676,-97.01049,33.061195
34,1408 Lakecrest Ln Lewisville, TX 75057-2669,1408 Lake Crest Ln,TX,75057,1683,-97.01045,33.06242
35,5645 Perrin Street The Colony, TX 75056-1946,5645 Perrin St,TX,75056,1707,-96.86718,33.094795,14686853,1595,14682218,1850,14616427,2850
36,815 S Willow Sherman, TX 75090-8131,815 S Willow St,TX,75090,1453,-96.59666,33.631313,14671740,1599,14717271,1200,14663484,1425
37,278 Meadowcrest Terrell, TX 75160-5109,278 Meadowcrest Dr,TX,75160,1671,-96.26942,32.76256,14693824,2000,14659999,2000,14701550,1595
38,1821 Ridgecrest Terrell, TX 75160-5115,1821 Ridgecrest Dr,TX,75160,1563,-96.26946,32.761246,14659999,2000,14701550,1595,14693824,2000
39,1941 Cross Oaks Lancaster, TX 75146-2041,1941 Cross Oaks Dr,TX,75146,1795,-96.79492,32.59557,14704359,2040,14709528,2250,14695980,2190
40,1422 Cascade St Mesquite, TX 75149-2358,1422 Cascade St,TX,75149,1558,-96.608154,32.778755,14682296,1600,14682072,1450
41,617 Braden Mesquite, TX 75149-4046,617 Braden St,TX,75149,1536,-96.60634,32.75779,14686937,1625,14691657,1850,14723259,1695
42,927 Ranch Dallas, TX 75253-5051,927 Ranch Rd,TX,75253,1758,-96.59708,32.69185,14664369,1825
43,7826 Arkan Parkway Dallas, TX 75241-5341,7826 Arkan Pkwy,TX,75241,1630,-96.81924,32.65105,14677265,2000,14656952,1695,14670491,1730
44,2802 Tenison Ennis, TX 75119-7734,2802 Tenison Dr,TX,75119,1835,-96.64999,32.35161
45,9217 Abaco Way Fort Worth, TX 76123-3599,9217 Abaco Way,TX,76123,1803,-97.36768,32.60947,14672809,1895,14713517,1695,14693987,1850
46,3516 Aruba Fort Worth, TX 76123-3527,3516 Aruba Ln,TX,76123,1766,-97.37238,32.61161,14713517,1695,14672809,1895,14717363,1750
47,1321 Lyra Ln Arlington, TX 76013-8312,1321 Lyra Ln,TX,76013,2874,-97.17847,32.724033,14706877,2250
48,1525 Bardfield Garland, TX 75041-4918,1525 Bardfield Ave,TX,75041,1647,-96.65133,32.871376,14676928,1800,14679044,1600,14695378,1795
49,11026 McCree Dallas, TX 75238-3033,11026 Mccree Rd,TX,75238,2454,-96.69238,32.87435,14690482,2350,14707899,2400,14676794,2700
50,601 Eastern Star Garland, TX 75040-5125,601 Eastern Star Dr,TX,75040,1636,-96.62422,32.92506,14718501,1700,14700871,1700,14699274,1699
51,6517 Cypress Rockwall, TX 75087-4517,6517 Cypress Ln,TX,75087,1833,-96.50536,32.91483,14662929,2095,14687321,2135,14674740,2000
52,7409 Rutgers #A Rowlett, TX 75088-8552,7409 Rutgers Cir,TX,75088,2170,-96.53056,32.889416,14682385,1950,14689646,1900,14672348,2895
53,7409 Rutgers #B Rowlett, TX 75088-8552,7409 Rutgers Cir,TX,75088,2170,-96.53056,32.889416,14682385,1950,14689646,1900,14672348,2895
54,4016 Bandera Plano, TX 75074-3802,4016 Bandera Dr,TX,75074,2187,-96.65209,33.02559,14677779,2275,14719354,2250,14679527,2295
55,1650 Belltower Drive Lewisville, TX 75067-3201,1650 Belltower Dr,TX,75067,2014,-97.03866,33.0427,14702326,2000,14681503,2050,14655313,2000
56,1340 Lakecrest Ln Lewisville, TX 75057-2615,1340 Lake Crest Ln,TX,75057,1671,-97.010475,33.061825
